qid,question_text,methodA_id,methodB_id,methodA_text,methodB_text,scoreA,scoreB,pair_label,best_methods_json,num_best_methods,is_tied_best
2,"The Order of th elithuanian Grand Duke Gediminas features one of the earliest symbols of Lithuania, that was used by the Lithuanian Republic as a minor state symbol during what period?",hippo,dalk,"Question: The Order of th elithuanian Grand Duke Gediminas features one of the earliest symbols of Lithuania, that was used by the Lithuanian Republic as a minor state symbol during what period?
Method: hippo
Method profile: multi-step retrieval and reasoning method
Task type: find the historical period of usage for a state symbol identified via a state order
Answer type: date
Reasoning profile: hop_count=2; multi_hop=true; comparison=false; temporal=true; aggregation=false; entity_linking=true; relation_chaining=true; disambiguation=true
Method selection signals: multi-hop entity retrieval; historical symbol identification; temporal period extraction; state order and emblem relation chaining","Question: The Order of th elithuanian Grand Duke Gediminas features one of the earliest symbols of Lithuania, that was used by the Lithuanian Republic as a minor state symbol during what period?
Method: dalk
Method profile: retrieval-based QA method
Task type: find the historical period of usage for a state symbol identified via a state order
Answer type: date
Reasoning profile: hop_count=2; multi_hop=true; comparison=false; temporal=true; aggregation=false; entity_linking=true; relation_chaining=true; disambiguation=true
Method selection signals: multi-hop entity retrieval; historical symbol identification; temporal period extraction; state order and emblem relation chaining",0.9411764706,0.0,1,"[""hippo""]",1,False
2,"The Order of th elithuanian Grand Duke Gediminas features one of the earliest symbols of Lithuania, that was used by the Lithuanian Republic as a minor state symbol during what period?",gr,hippo,"Question: The Order of th elithuanian Grand Duke Gediminas features one of the earliest symbols of Lithuania, that was used by the Lithuanian Republic as a minor state symbol during what period?
Method: gr
Method profile: graph reasoning oriented method
Task type: find the historical period of usage for a state symbol identified via a state order
Answer type: date
Reasoning profile: hop_count=2; multi_hop=true; comparison=false; temporal=true; aggregation=false; entity_linking=true; relation_chaining=true; disambiguation=true
Method selection signals: multi-hop entity retrieval; historical symbol identification; temporal period extraction; state order and emblem relation chaining","Question: The Order of th elithuanian Grand Duke Gediminas features one of the earliest symbols of Lithuania, that was used by the Lithuanian Republic as a minor state symbol during what period?
Method: hippo
Method profile: multi-step retrieval and reasoning method
Task type: find the historical period of usage for a state symbol identified via a state order
Answer type: date
Reasoning profile: hop_count=2; multi_hop=true; comparison=false; temporal=true; aggregation=false; entity_linking=true; relation_chaining=true; disambiguation=true
Method selection signals: multi-hop entity retrieval; historical symbol identification; temporal period extraction; state order and emblem relation chaining",0.0,0.9411764706,0,"[""hippo""]",1,False
2,"The Order of th elithuanian Grand Duke Gediminas features one of the earliest symbols of Lithuania, that was used by the Lithuanian Republic as a minor state symbol during what period?",hippo,lgraph,"Question: The Order of th elithuanian Grand Duke Gediminas features one of the earliest symbols of Lithuania, that was used by the Lithuanian Republic as a minor state symbol during what period?
Method: hippo
Method profile: multi-step retrieval and reasoning method
Task type: find the historical period of usage for a state symbol identified via a state order
Answer type: date
Reasoning profile: hop_count=2; multi_hop=true; comparison=false; temporal=true; aggregation=false; entity_linking=true; relation_chaining=true; disambiguation=true
Method selection signals: multi-hop entity retrieval; historical symbol identification; temporal period extraction; state order and emblem relation chaining","Question: The Order of th elithuanian Grand Duke Gediminas features one of the earliest symbols of Lithuania, that was used by the Lithuanian Republic as a minor state symbol during what period?
Method: lgraph
Method profile: graph-centric reasoning and linking method
Task type: find the historical period of usage for a state symbol identified via a state order
Answer type: date
Reasoning profile: hop_count=2; multi_hop=true; comparison=false; temporal=true; aggregation=false; entity_linking=true; relation_chaining=true; disambiguation=true
Method selection signals: multi-hop entity retrieval; historical symbol identification; temporal period extraction; state order and emblem relation chaining",0.9411764706,0.0,1,"[""hippo""]",1,False
2,"The Order of th elithuanian Grand Duke Gediminas features one of the earliest symbols of Lithuania, that was used by the Lithuanian Republic as a minor state symbol during what period?",hippo,light,"Question: The Order of th elithuanian Grand Duke Gediminas features one of the earliest symbols of Lithuania, that was used by the Lithuanian Republic as a minor state symbol during what period?
Method: hippo
Method profile: multi-step retrieval and reasoning method
Task type: find the historical period of usage for a state symbol identified via a state order
Answer type: date
Reasoning profile: hop_count=2; multi_hop=true; comparison=false; temporal=true; aggregation=false; entity_linking=true; relation_chaining=true; disambiguation=true
Method selection signals: multi-hop entity retrieval; historical symbol identification; temporal period extraction; state order and emblem relation chaining","Question: The Order of th elithuanian Grand Duke Gediminas features one of the earliest symbols of Lithuania, that was used by the Lithuanian Republic as a minor state symbol during what period?
Method: light
Method profile: lightweight retrieval and reasoning method
Task type: find the historical period of usage for a state symbol identified via a state order
Answer type: date
Reasoning profile: hop_count=2; multi_hop=true; comparison=false; temporal=true; aggregation=false; entity_linking=true; relation_chaining=true; disambiguation=true
Method selection signals: multi-hop entity retrieval; historical symbol identification; temporal period extraction; state order and emblem relation chaining",0.9411764706,0.0,1,"[""hippo""]",1,False
2,"The Order of th elithuanian Grand Duke Gediminas features one of the earliest symbols of Lithuania, that was used by the Lithuanian Republic as a minor state symbol during what period?",qagn,hippo,"Question: The Order of th elithuanian Grand Duke Gediminas features one of the earliest symbols of Lithuania, that was used by the Lithuanian Republic as a minor state symbol during what period?
Method: qagn
Method profile: question answering with graph/navigation signals
Task type: find the historical period of usage for a state symbol identified via a state order
Answer type: date
Reasoning profile: hop_count=2; multi_hop=true; comparison=false; temporal=true; aggregation=false; entity_linking=true; relation_chaining=true; disambiguation=true
Method selection signals: multi-hop entity retrieval; historical symbol identification; temporal period extraction; state order and emblem relation chaining","Question: The Order of th elithuanian Grand Duke Gediminas features one of the earliest symbols of Lithuania, that was used by the Lithuanian Republic as a minor state symbol during what period?
Method: hippo
Method profile: multi-step retrieval and reasoning method
Task type: find the historical period of usage for a state symbol identified via a state order
Answer type: date
Reasoning profile: hop_count=2; multi_hop=true; comparison=false; temporal=true; aggregation=false; entity_linking=true; relation_chaining=true; disambiguation=true
Method selection signals: multi-hop entity retrieval; historical symbol identification; temporal period extraction; state order and emblem relation chaining",0.5333333333,0.9411764706,0,"[""hippo""]",1,False
5,In which six Western European territories have Celtic languages or cultural traits survived?,dalk,light,"Question: In which six Western European territories have Celtic languages or cultural traits survived?
Method: dalk
Method profile: retrieval-based QA method
Task type: identify a specific set of locations based on linguistic and cultural criteria
Answer type: location
Reasoning profile: hop_count=2; multi_hop=true; comparison=false; temporal=false; aggregation=true; entity_linking=true; relation_chaining=false; disambiguation=true
Method selection signals: geographic and cultural criteria filtering; list aggregation; entity classification; count verification","Question: In which six Western European territories have Celtic languages or cultural traits survived?
Method: light
Method profile: lightweight retrieval and reasoning method
Task type: identify a specific set of locations based on linguistic and cultural criteria
Answer type: location
Reasoning profile: hop_count=2; multi_hop=true; comparison=false; temporal=false; aggregation=true; entity_linking=true; relation_chaining=false; disambiguation=true
Method selection signals: geographic and cultural criteria filtering; list aggregation; entity classification; count verification",0.4137931034,0.9473684211,0,"[""light""]",1,False
5,In which six Western European territories have Celtic languages or cultural traits survived?,light,gr,"Question: In which six Western European territories have Celtic languages or cultural traits survived?
Method: light
Method profile: lightweight retrieval and reasoning method
Task type: identify a specific set of locations based on linguistic and cultural criteria
Answer type: location
Reasoning profile: hop_count=2; multi_hop=true; comparison=false; temporal=false; aggregation=true; entity_linking=true; relation_chaining=false; disambiguation=true
Method selection signals: geographic and cultural criteria filtering; list aggregation; entity classification; count verification","Question: In which six Western European territories have Celtic languages or cultural traits survived?
Method: gr
Method profile: graph reasoning oriented method
Task type: identify a specific set of locations based on linguistic and cultural criteria
Answer type: location
Reasoning profile: hop_count=2; multi_hop=true; comparison=false; temporal=false; aggregation=true; entity_linking=true; relation_chaining=false; disambiguation=true
Method selection signals: geographic and cultural criteria filtering; list aggregation; entity classification; count verification",0.9473684211,0.0,1,"[""light""]",1,False
5,In which six Western European territories have Celtic languages or cultural traits survived?,hippo,light,"Question: In which six Western European territories have Celtic languages or cultural traits survived?
Method: hippo
Method profile: multi-step retrieval and reasoning method
Task type: identify a specific set of locations based on linguistic and cultural criteria
Answer type: location
Reasoning profile: hop_count=2; multi_hop=true; comparison=false; temporal=false; aggregation=true; entity_linking=true; relation_chaining=false; disambiguation=true
Method selection signals: geographic and cultural criteria filtering; list aggregation; entity classification; count verification","Question: In which six Western European territories have Celtic languages or cultural traits survived?
Method: light
Method profile: lightweight retrieval and reasoning method
Task type: identify a specific set of locations based on linguistic and cultural criteria
Answer type: location
Reasoning profile: hop_count=2; multi_hop=true; comparison=false; temporal=false; aggregation=true; entity_linking=true; relation_chaining=false; disambiguation=true
Method selection signals: geographic and cultural criteria filtering; list aggregation; entity classification; count verification",0.5806451613,0.9473684211,0,"[""light""]",1,False
5,In which six Western European territories have Celtic languages or cultural traits survived?,lgraph,light,"Question: In which six Western European territories have Celtic languages or cultural traits survived?
Method: lgraph
Method profile: graph-centric reasoning and linking method
Task type: identify a specific set of locations based on linguistic and cultural criteria
Answer type: location
Reasoning profile: hop_count=2; multi_hop=true; comparison=false; temporal=false; aggregation=true; entity_linking=true; relation_chaining=false; disambiguation=true
Method selection signals: geographic and cultural criteria filtering; list aggregation; entity classification; count verification","Question: In which six Western European territories have Celtic languages or cultural traits survived?
Method: light
Method profile: lightweight retrieval and reasoning method
Task type: identify a specific set of locations based on linguistic and cultural criteria
Answer type: location
Reasoning profile: hop_count=2; multi_hop=true; comparison=false; temporal=false; aggregation=true; entity_linking=true; relation_chaining=false; disambiguation=true
Method selection signals: geographic and cultural criteria filtering; list aggregation; entity classification; count verification",0.0,0.9473684211,0,"[""light""]",1,False
5,In which six Western European territories have Celtic languages or cultural traits survived?,light,qagn,"Question: In which six Western European territories have Celtic languages or cultural traits survived?
Method: light
Method profile: lightweight retrieval and reasoning method
Task type: identify a specific set of locations based on linguistic and cultural criteria
Answer type: location
Reasoning profile: hop_count=2; multi_hop=true; comparison=false; temporal=false; aggregation=true; entity_linking=true; relation_chaining=false; disambiguation=true
Method selection signals: geographic and cultural criteria filtering; list aggregation; entity classification; count verification","Question: In which six Western European territories have Celtic languages or cultural traits survived?
Method: qagn
Method profile: question answering with graph/navigation signals
Task type: identify a specific set of locations based on linguistic and cultural criteria
Answer type: location
Reasoning profile: hop_count=2; multi_hop=true; comparison=false; temporal=false; aggregation=true; entity_linking=true; relation_chaining=false; disambiguation=true
Method selection signals: geographic and cultural criteria filtering; list aggregation; entity classification; count verification",0.9473684211,0.5806451613,1,"[""light""]",1,False
6,What team is coached by former head college coach Connie Yori?,gr,dalk,"Question: What team is coached by former head college coach Connie Yori?
Method: gr
Method profile: graph reasoning oriented method
Task type: find the team associated with a specific coach
Answer type: organization
Reasoning profile: hop_count=1; multi_hop=false; comparison=false; temporal=false; aggregation=false; entity_linking=true; relation_chaining=false; disambiguation=false
Method selection signals: person entity lookup; sports role extraction; team affiliation retrieval; direct attribute search","Question: What team is coached by former head college coach Connie Yori?
Method: dalk
Method profile: retrieval-based QA method
Task type: find the team associated with a specific coach
Answer type: organization
Reasoning profile: hop_count=1; multi_hop=false; comparison=false; temporal=false; aggregation=false; entity_linking=true; relation_chaining=false; disambiguation=false
Method selection signals: person entity lookup; sports role extraction; team affiliation retrieval; direct attribute search",0.0,0.8888888889,0,"[""dalk"", ""hippo"", ""lgraph"", ""light"", ""qagn""]",5,True
6,What team is coached by former head college coach Connie Yori?,gr,hippo,"Question: What team is coached by former head college coach Connie Yori?
Method: gr
Method profile: graph reasoning oriented method
Task type: find the team associated with a specific coach
Answer type: organization
Reasoning profile: hop_count=1; multi_hop=false; comparison=false; temporal=false; aggregation=false; entity_linking=true; relation_chaining=false; disambiguation=false
Method selection signals: person entity lookup; sports role extraction; team affiliation retrieval; direct attribute search","Question: What team is coached by former head college coach Connie Yori?
Method: hippo
Method profile: multi-step retrieval and reasoning method
Task type: find the team associated with a specific coach
Answer type: organization
Reasoning profile: hop_count=1; multi_hop=false; comparison=false; temporal=false; aggregation=false; entity_linking=true; relation_chaining=false; disambiguation=false
Method selection signals: person entity lookup; sports role extraction; team affiliation retrieval; direct attribute search",0.0,0.8888888889,0,"[""dalk"", ""hippo"", ""lgraph"", ""light"", ""qagn""]",5,True
6,What team is coached by former head college coach Connie Yori?,lgraph,gr,"Question: What team is coached by former head college coach Connie Yori?
Method: lgraph
Method profile: graph-centric reasoning and linking method
Task type: find the team associated with a specific coach
Answer type: organization
Reasoning profile: hop_count=1; multi_hop=false; comparison=false; temporal=false; aggregation=false; entity_linking=true; relation_chaining=false; disambiguation=false
Method selection signals: person entity lookup; sports role extraction; team affiliation retrieval; direct attribute search","Question: What team is coached by former head college coach Connie Yori?
Method: gr
Method profile: graph reasoning oriented method
Task type: find the team associated with a specific coach
Answer type: organization
Reasoning profile: hop_count=1; multi_hop=false; comparison=false; temporal=false; aggregation=false; entity_linking=true; relation_chaining=false; disambiguation=false
Method selection signals: person entity lookup; sports role extraction; team affiliation retrieval; direct attribute search",0.8888888889,0.0,1,"[""dalk"", ""hippo"", ""lgraph"", ""light"", ""qagn""]",5,True
6,What team is coached by former head college coach Connie Yori?,light,gr,"Question: What team is coached by former head college coach Connie Yori?
Method: light
Method profile: lightweight retrieval and reasoning method
Task type: find the team associated with a specific coach
Answer type: organization
Reasoning profile: hop_count=1; multi_hop=false; comparison=false; temporal=false; aggregation=false; entity_linking=true; relation_chaining=false; disambiguation=false
Method selection signals: person entity lookup; sports role extraction; team affiliation retrieval; direct attribute search","Question: What team is coached by former head college coach Connie Yori?
Method: gr
Method profile: graph reasoning oriented method
Task type: find the team associated with a specific coach
Answer type: organization
Reasoning profile: hop_count=1; multi_hop=false; comparison=false; temporal=false; aggregation=false; entity_linking=true; relation_chaining=false; disambiguation=false
Method selection signals: person entity lookup; sports role extraction; team affiliation retrieval; direct attribute search",0.8888888889,0.0,1,"[""dalk"", ""hippo"", ""lgraph"", ""light"", ""qagn""]",5,True
6,What team is coached by former head college coach Connie Yori?,gr,qagn,"Question: What team is coached by former head college coach Connie Yori?
Method: gr
Method profile: graph reasoning oriented method
Task type: find the team associated with a specific coach
Answer type: organization
Reasoning profile: hop_count=1; multi_hop=false; comparison=false; temporal=false; aggregation=false; entity_linking=true; relation_chaining=false; disambiguation=false
Method selection signals: person entity lookup; sports role extraction; team affiliation retrieval; direct attribute search","Question: What team is coached by former head college coach Connie Yori?
Method: qagn
Method profile: question answering with graph/navigation signals
Task type: find the team associated with a specific coach
Answer type: organization
Reasoning profile: hop_count=1; multi_hop=false; comparison=false; temporal=false; aggregation=false; entity_linking=true; relation_chaining=false; disambiguation=false
Method selection signals: person entity lookup; sports role extraction; team affiliation retrieval; direct attribute search",0.0,0.8888888889,0,"[""dalk"", ""hippo"", ""lgraph"", ""light"", ""qagn""]",5,True
7,"According to the 2010 census, what was the population of the city in which Andover USD 385 is located?",light,dalk,"Question: According to the 2010 census, what was the population of the city in which Andover USD 385 is located?
Method: light
Method profile: lightweight retrieval and reasoning method
Task type: find population of a city associated with a specific school district
Answer type: other
Reasoning profile: hop_count=2; multi_hop=true; comparison=false; temporal=true; aggregation=false; entity_linking=true; relation_chaining=true; disambiguation=true
Method selection signals: organization to location mapping; temporal constraint filtering; demographic data retrieval; specific entity identifier resolution","Question: According to the 2010 census, what was the population of the city in which Andover USD 385 is located?
Method: dalk
Method profile: retrieval-based QA method
Task type: find population of a city associated with a specific school district
Answer type: other
Reasoning profile: hop_count=2; multi_hop=true; comparison=false; temporal=true; aggregation=false; entity_linking=true; relation_chaining=true; disambiguation=true
Method selection signals: organization to location mapping; temporal constraint filtering; demographic data retrieval; specific entity identifier resolution",1.0,0.0,1,"[""light""]",1,False
7,"According to the 2010 census, what was the population of the city in which Andover USD 385 is located?",light,gr,"Question: According to the 2010 census, what was the population of the city in which Andover USD 385 is located?
Method: light
Method profile: lightweight retrieval and reasoning method
Task type: find population of a city associated with a specific school district
Answer type: other
Reasoning profile: hop_count=2; multi_hop=true; comparison=false; temporal=true; aggregation=false; entity_linking=true; relation_chaining=true; disambiguation=true
Method selection signals: organization to location mapping; temporal constraint filtering; demographic data retrieval; specific entity identifier resolution","Question: According to the 2010 census, what was the population of the city in which Andover USD 385 is located?
Method: gr
Method profile: graph reasoning oriented method
Task type: find population of a city associated with a specific school district
Answer type: other
Reasoning profile: hop_count=2; multi_hop=true; comparison=false; temporal=true; aggregation=false; entity_linking=true; relation_chaining=true; disambiguation=true
Method selection signals: organization to location mapping; temporal constraint filtering; demographic data retrieval; specific entity identifier resolution",1.0,0.0,1,"[""light""]",1,False
7,"According to the 2010 census, what was the population of the city in which Andover USD 385 is located?",light,hippo,"Question: According to the 2010 census, what was the population of the city in which Andover USD 385 is located?
Method: light
Method profile: lightweight retrieval and reasoning method
Task type: find population of a city associated with a specific school district
Answer type: other
Reasoning profile: hop_count=2; multi_hop=true; comparison=false; temporal=true; aggregation=false; entity_linking=true; relation_chaining=true; disambiguation=true
Method selection signals: organization to location mapping; temporal constraint filtering; demographic data retrieval; specific entity identifier resolution","Question: According to the 2010 census, what was the population of the city in which Andover USD 385 is located?
Method: hippo
Method profile: multi-step retrieval and reasoning method
Task type: find population of a city associated with a specific school district
Answer type: other
Reasoning profile: hop_count=2; multi_hop=true; comparison=false; temporal=true; aggregation=false; entity_linking=true; relation_chaining=true; disambiguation=true
Method selection signals: organization to location mapping; temporal constraint filtering; demographic data retrieval; specific entity identifier resolution",1.0,0.1333333333,1,"[""light""]",1,False
7,"According to the 2010 census, what was the population of the city in which Andover USD 385 is located?",lgraph,light,"Question: According to the 2010 census, what was the population of the city in which Andover USD 385 is located?
Method: lgraph
Method profile: graph-centric reasoning and linking method
Task type: find population of a city associated with a specific school district
Answer type: other
Reasoning profile: hop_count=2; multi_hop=true; comparison=false; temporal=true; aggregation=false; entity_linking=true; relation_chaining=true; disambiguation=true
Method selection signals: organization to location mapping; temporal constraint filtering; demographic data retrieval; specific entity identifier resolution","Question: According to the 2010 census, what was the population of the city in which Andover USD 385 is located?
Method: light
Method profile: lightweight retrieval and reasoning method
Task type: find population of a city associated with a specific school district
Answer type: other
Reasoning profile: hop_count=2; multi_hop=true; comparison=false; temporal=true; aggregation=false; entity_linking=true; relation_chaining=true; disambiguation=true
Method selection signals: organization to location mapping; temporal constraint filtering; demographic data retrieval; specific entity identifier resolution",0.1333333333,1.0,0,"[""light""]",1,False
