qid,question_text
86,Where was the place of burial of Yakov Dzhugashvili's mother?
87,What is the place of birth of Amy Ashwood Garvey's husband?
88,Where was the husband of Princess Alexandra Of Anhalt born?
89,Where was the place of burial of Dexter King's mother?
90,Which country Psusennes I's father is from?
91,"Where was the place of death of Humphrey Stafford, Earl Of Stafford's father?"
92,What nationality is the director of film Cuidado Con Las Imitaciones?
93,Where did Bartolomeo Zaccaria's father die?
94,"Which country Dorothea Of Denmark, Duchess Of Mecklenburg's father is from?"
95,When is Gomes Echigues's father's birthday?
96,When was the company that published National Contest Journal founded?
97,What is the place of birth of the director of film The Great Awakening (Film)?
98,Where was the director of film Hold That Girl born?
99,Where was the performer of song Stranded (Agnes Carlsson Song) born?
100,Where did the composer of film Mama'S Boy study?
101,Where did the director of film Asunto Terminado die?
102,Where did the director of film Oh! This Bavaria! die?
103,"When did Richard De Clare, 6Th Earl Of Gloucester's mother die?"
104,What nationality is the director of film Enfantasme?
105,What is the place of birth of the director of film Halo 4: Forward Unto Dawn?
106,When was the director of film Ika Hands born?
107,Who is the father of the director of film Magic Hunter?
108,Where did Humphry Sibthorp (Botanist)'s father study?
109,Where was the director of film The Poll Diaries born?
110,When was Joseph-Édouard Perrault's father born?
111,Where did Eric Hung's father die?
112,Where did Elżbieta Szydłowiecka's father die?
113,What is the place of birth of the director of film 911 Nightmare?
114,What is the place of birth of the director of film Requirements To Be A Normal Person?
115,Where did William Neville (Poet)'s father die?
116,Where was the composer of film Post Master born?
117,"When did John Of Luxembourg, Count Of Soissons's father die?"
118,Where was the husband of Mary Pat Christie born?
119,Where was the place of death of Abu'L-Hasan Ali Ibn Al-Ikhshid's father?
120,Where did the creator of The Muppets On Puppets study?
121,What is the date of death of Princess Lalla Nuzha Of Morocco's mother?
122,Where was the place of burial of Bülbül Hatun's husband?
123,What is the place of birth of Patricia Kennedy Lawford's father?
124,Where was the performer of song My Own Kind Of Hat born?
125,What nationality is the director of film The Devil'S Advocate (1977 Film)?
126,Where was the father of Stephan Henrik Barratt-Due born?
127,What is the date of birth of Benjamin Kendrick Pierce's father?
128,Where did Edward Eversfield's father study?
129,"Where did Adolph Of Cleves, Lord Of Ravenstein's mother die?"
130,Where did the director of film Barry (1949 Film) die?
131,What is the place of birth of Empress Xu (Ming Dynasty)'s husband?
132,When did Lothair Ii's mother die?
133,"What is the date of death of Philibert I, Duke Of Savoy's mother?"
134,Who is the child of the performer of song La Voix (Song)?
135,What is the place of birth of the director of film El Calavera?
136,Which country Agga Mahethi Of Pagan's husband is from?
137,What is the date of death of the composer of film Ben-Hur (1959 Film)?
138,What is the place of birth of Abdul-Aziz Bin Muhammad's father?
139,Where did the director of film Camille (1915 Film) die?
140,What is the date of death of the director of film The Picture Of Dorian Grey (1915 Film)?
141,Where was the director of film Highway Dragnet born?
142,What is the place of birth of the director of film Jeremy Scott: The People'S Designer?
143,"Where was the place of burial of William Nevill, 4Th Earl Of Abergavenny's father?"
144,Where does the director of film Around A Small Mountain work at?
145,What nationality is the director of film The Tower Of Lies?
146,"What nationality is the performer of song Daddy, Come Home?"
147,Where was the place of death of the director of film Holiday In Tyrol?
148,When is Louis Charles De La Trémoille's father's birthday?
149,What is the place of birth of the director of film Beowulf & Grendel?
150,Where was the place of burial of Maurice De Saxe's father?
151,What is the place of birth of the director of film Arabian Love?
152,"Where was the composer of song Oh Boy, Oh Boy, Oh Boy! born?"
153,What is the date of death of Thomas Henty's father?
154,Where was the place of death of the director of film Killer'S Kiss?
155,When was the director of film I Want Someone To Eat Cheese With born?
156,Where was the father of Ștefan I. Nenițescu born?
157,What is the place of birth of Hilda González De Duhalde's husband?
158,Which country Marcus (Son Of Basiliscus)'s father is from?
159,Where does Jean David-Weill's father work at?
160,What is the date of death of Catherine Of Guelders's father?
161,Who is the spouse of the editor of magazine Camera Notes?
162,"When did Philipp, Duke Of Saxe-Merseburg-Lauchstädt's father die?"
163,Where was the place of death of the director of film Lady Paname?
164,What nationality of the company that published Game Developer (Magazine)?
165,Where did the director of film Free Lips die?
166,What is the place of birth of the director of film Fortunella (Film)?
167,Where does the director of film Cursed For Gold work at?
168,Which country the composer of film Brecha (2009 Film) is from?
169,Where does William Goodfellow (Executive)'s wife work at?
170,Who is the spouse of the director of film Shaadi Ka Laddoo?
171,"Where did Edward, 2Nd Duke Of York's father die?"
172,Where was the director of film Trouble Sleeping (Film) born?
173,Who is the mother of the director of film Death Of A Corrupt Man?
174,Where was the mother of Christiane Of Saxe-Merseburg born?
175,What is the place of birth of Jean Galli De Bibiena's father?
176,What is the date of birth of Thoby Stephen's father?
177,Where was the place of death of Archie Pitt's wife?
178,Who is the father of the founder of university Gujarat Vidyapith?
179,What nationality is Lois Neilson's husband?
180,Who is the spouse of the performer of song Scandinavian Skies?
181,Which country Luitgard (Frankish Queen)'s husband is from?
182,What nationality is Giorgos Xylouris's father?
183,What is the place of birth of the director of film Chinnari Mutha?
184,"Where was the place of death of Geoffrey Plantagenet, Count Of Anjou's wife?"
185,When did Floris Of Montmorency's mother die?
186,"When did Joanna, Duchess Of Durazzo's father die?"
187,What is the place of birth of Tatiana Schlossberg's mother?
188,Where did the composer of song That Certain Feeling die?
189,What nationality is the director of film Three Little Twirps?
190,"Where did Philip I, Count Of Schaumburg-Lippe's father die?"
191,Where was the father of Horatio Powys born?
192,Where did the composer of film Pepo (Film) die?
193,What is the date of death of Æthelmær The Stout's father?
194,Where did the director of film Holiday Affair die?
195,What is the place of birth of Princess Margaretha Of Saxony's mother?
196,When did the composer of film Through A Glass Darkly (Film) die?
197,Where was the place of death of Sisowath Kossamak's husband?
198,"What is the date of death of John Browne, 1St Marquess Of Sligo's father?"
199,Who is the spouse of the director of film Macadam Stories?
200,Which country the director of film A Man Called Hero is from?
201,What nationality is the director of film They Call It Love?
202,What nationality is Saw Hnaung Of Sagaing's husband?
203,"When did Frances Vane, Marchioness Of Londonderry's father die?"
204,Where did the composer of song Let'S Call The Whole Thing Off die?
205,"What is the date of death of William Annesley, 3Rd Earl Annesley's father?"
206,"What is the date of birth of Henry Prittie, 2Nd Baron Dunalley's father?"
207,Who is the spouse of the performer of song Neurotic Society (Compulsory Mix)?
208,What is the date of death of Yuan Qigui's husband?
209,What is the place of birth of the director of film The White Terror (Film)?
210,What nationality is the composer of film White Horse Inn (1948 Film)?
212,Where was the place of death of Magnus Ii Of Norway's father?
213,Where was the director of film Top Of The Form (Film) born?
214,Who is the spouse of the director of film Rodney Steps In?
215,"What is the date of death of George Waldegrave, 5Th Earl Waldegrave's mother?"
216,When was Ting-Xing Ye's husband born?
217,What nationality is the performer of song Harabo Toke?
218,Where did Aphareus (Writer)'s father die?
219,What nationality is the director of film El Día Que Me Quieras (1935 Film)?
220,What is the place of birth of Hatheburg Of Merseburg's husband?
221,Which country the director of film Witchville is from?
222,When did the director of film Women'S Games die?
223,Who is the father of the founder of university University Of Göttingen?
224,What is the place of birth of Minnie Cumnock Blodgett's husband?
225,Why did Maria Vladimirovna Of Staritsa's father die?
226,When is Octavius Vernon Harcourt's father's birthday?
227,What is the date of birth of the founder of Mcgraw Electric?
228,Which country Anna Jagiellon's mother is from?
229,What nationality is Francesca Von Habsburg's husband?
230,When did William Ii Crispo's father die?
231,Where was the director of film 33 Scenes From Life born?
232,Where was the director of film Pistol Whipped born?
233,Where was the place of death of the director of film Women'S Club (1956 Film)?
234,Where was the father of Pierre Brissaud born?
235,What is the place of birth of the director of film Crime By Night?
236,Where was the director of film Mohawk (2017 Film) born?
237,Where was the wife of Lev Karakhan born?
238,Who is the spouse of the director of film Mcdull: Me & My Mum?
239,Who is the mother of the director of film Bad Company (1995 Film)?
240,Who is the mother of the director of film Dalida (2017 Film)?
241,What nationality is Maria Anna Vasa's mother?
242,What nationality is Gianfrancesco Gonzaga (1446–1496)'s mother?
243,"What nationality is the performer of song Papa, Can You Hear Me??"
244,Where was the place of death of the founder of Interval Research Corporation?
245,What is the place of birth of Claudia Augusta's mother?
246,Where was the performer of song Yayo (Lana Del Rey Song) born?
247,Where did John M. Olin's father die?
248,Which country the director of film Our Emden is from?
249,Where was the composer of song Unravel born?
250,What is the date of birth of the director of film Axolotl Overkill?
251,"Which country Thomas Lyon-Bowes, Lord Glamis's father is from?"
252,What is the place of birth of the director of film Technotise: Edit & I?
253,When did Princess Stéphanie Of Monaco's mother die?
254,Which country Nicole Briscoe's husband is from?
255,Where was the place of death of the director of film Girl In The Headlines?
256,Where did Theodore Salisbury Woolsey's father study?
257,Who was the teacher of the composer of song Prometheus (Art Song)?
258,What is the place of birth of Princess Anne Of Löwenstein-Wertheim-Freudenberg's husband?
259,Where was the father of Duchess Maria Dorothea Of Württemberg born?
260,Where was the director of film Medal Of Honor (Film) born?
261,Where was the place of death of the director of film Circle Of The Sun?
262,Where was the place of death of the director of film Spangles (1926 Film)?
263,Where does the director of film Man At Bath work at?
264,Which country the performer of song Latin Moon is from?
265,Where was the father of Tony Bettenhausen Jr. born?
266,Where did the director of film Back Long Ago die?
267,What is the place of birth of Sextus Barbour's father?
268,Where was the husband of Margaret Lloyd George born?
269,What nationality is the director of film Fix (Film)?
270,Who is the spouse of the performer of song Hold On (Rosanne Cash Song)?
271,Where did the performer of song I Can Sing A Rainbow die?
272,Where did the director of film Late Night (Film) study?
273,What is the place of birth of the director of film Nammoora Raja?
274,Where does George Charles Wallich's father work at?
275,"What is the place of birth of the director of film Smile, Brother, Smile?"
276,What is the place of birth of the performer of song Good Time Charlie'S Got The Blues?
277,Where was the performer of song Jump (Julia Michaels Song) born?
278,Where was the director of film Code Name: The Cleaner born?
279,What is the place of birth of the founder of university Catholic University In Erbil?
280,Where did Louis Of Nassau's mother die?
281,Where was the director of film Inconceivable (2008 Film) born?
282,Where was the father of Edward The Exile born?
283,Where did the director of film Bangalore Naatkal graduate from?
284,Where was the place of burial of Cleopatra Of Jerusalem's husband?
285,When was Otto Iii Van Holland's father born?
286,What is the place of birth of the director of film Pages Of Life (Film)?
287,Where was the father of Baw Ngan-Mohn born?
288,Where did Tekla Chemabwai's husband study at?
289,Where did Francis W. Rockwell's father study?
290,Where did Pilar Del Río's husband die?
291,Who is the father of the director of film Sources Of Life?
292,Where did the director of film Akcja Pod Arsenałem graduate from?
293,Where did M. K. Muthu's father die?
294,When did Princess Pauline Of Saxe-Weimar-Eisenach's husband die?
295,Which country the creator of Pirate Master is from?
296,"What is the place of birth of John Penn (""The American"")'s father?"
297,Where did the director of film The Woman In The Hall study?
298,Where was the place of burial of the director of film The Tunnel (1933 German-Language Film)?
299,Where did Elisabeth Zu Fürstenberg's husband die?
300,Where was the place of death of the director of film L'Attore Scomparso?
301,What nationality is the singer of Pre (Band)?
302,"Where did Albert V, Prince Of Anhalt-Dessau's father die?"
303,Where was the director of film Nothing Funny born?
304,Who is the father of the director of film Santa Claus Is A Stinker?
305,Where did Jessie Benton Frémont's father study?
306,What is the place of birth of Melanie Tem's husband?
307,"What is the date of birth of Richard Onslow, 3Rd Baron Onslow's father?"
308,What nationality is Zainab Sultan Begum's husband?
309,What is the place of birth of the composer of song Marilyn Monroe (Nicki Minaj Song)?
310,"Where did Evelyn Cecil, 1St Baron Rockley's father graduate from?"
311,Where was the place of death of Julia Minor (Sister Of Caesar)'s mother?
312,Where was the place of death of the director of film Joan Of Arc At The Stake?
313,Which award the director of film Mithunam (2012 Film) received?
314,Where did the director of film The House Of Bernarda Alba (1982 Film) die?
315,Where did Eugene S. Pulliam's father die?
316,What nationality is Margaret Of Hereford's mother?
317,What is the place of birth of Jamie Campbell (Documentary Filmmaker)'s wife?
318,Where was the director of film An Hour Before Dawn born?
319,What is the place of birth of Karin Stoltenberg's husband?
320,Where was the place of death of Alexander Carl Otto Westphal's father?
321,What is the place of birth of the director of film The Gentle Art Of Burglary?
322,What is the place of birth of the director of film The Strange Case Of Angelica?
323,What is the date of death of Polemon Ii Of Pontus's mother?
324,Where was the father of Muhammad Al-Nasir born?
325,What nationality is the performer of song Dear Sing Sing?
326,Where did the director of film Riders Of The Plains die?
328,What nationality is Haydar Mirza Safavi's father?
329,Where was the director of film Actrius born?
330,"Where was the husband of Isabella Of Castile, Duchess Of York born?"
331,Where was the father of Alexei Antonovich Of Brunswick born?
332,Where did Lewis Of Luxembourg's father die?
333,What is the date of birth of the performer of song Près De Moi?
334,What is the place of birth of the vocalist of Qui (Band) who joined the band in 2006?
335,Where did the composer of film Edavazhiyile Poocha Minda Poocha die?
336,Where was the place of death of Shin Hpa Of Pagan's husband?
337,What is the place of birth of Hind Bint Hamad Bin Khalifa Al-Thani's mother?
338,Where was the place of burial of Mirza Shah Abbas's father?
339,Where was the place of death of the composer of song A String Of Pearls (Song)?
340,What is the place of birth of the director of film The Venice Project?
341,Where does the director of film The Marquise Of O (Film) work at?
342,What is the place of birth of the director of film A Night In Venice (1953 Film)?
343,Where was the place of burial of Aleksandra Marianna Wiesiołowska's father?
344,When was Princess Maria Anna Of Saxony (1799–1832)'s husband born?
345,"What is the date of death of George Montagu, 6Th Earl Of Sandwich's father?"
346,What is the place of birth of K. T. Rama Rao's father?
347,Who is the father of the director of film The Cup (1999 Film)?
348,Where was the performer of song Her Strut born?
349,"What nationality is Amadeus Viii, Duke Of Savoy's mother?"
350,Where does Michael Reagan's mother work at?
351,"When did Joachim I, Prince Of Anhalt-Dessau's father die?"
352,What is the place of birth of the composer of film Somewhere In Time (Film)?
353,What nationality is the composer of film The Merry Monahans?
354,Where was the director of film The Private Life Of Cinema born?
355,What is the date of birth of Allegra Byron's mother?
356,"Where was the place of death of Ermengol Iii, Count Of Urgell's father?"
357,Which country the director of film Freakdog is from?
358,Where did Carlos Bee's father die?
359,Where did the director of film Der Schuß Durchs Fenster die?
360,Who is the mother of the director of film My Other Husband?
361,What is the date of birth of Alfonso Fadrique's father?
362,Where was the director of film Bewitching Kisses born?
363,When did Prince John Konstantinovich Of Russia's mother die?
364,"What is the date of birth of Magnus I, Duke Of Mecklenburg's mother?"
365,What is the date of death of Euphemia Of Münsterberg's father?
366,Where was the director of film The Fake Emir born?
367,Where was the place of death of the director of film The Silent Battle?
368,Where did Bouchard Iv Of Avesnes's father die?
369,"When did Robert, Count Of Burgundy's mother die?"
370,What nationality is the composer of film The Charming Young Lady (Film)?
371,Who is the spouse of the director of film Barefoot In The Park (Film)?
372,Where was the mother of Francis Ii Of France born?
373,What nationality is Arinjaya Chola's father?
374,What is the place of birth of the director of film White Vengeance?
375,What is the place of birth of the director of film Raid Dingue?
376,Where does the director of film Podokkhep work at?
377,Where was the place of death of John Jones (Ojibwa Chief)'s father?
378,What is the place of birth of the performer of song All Neon Like?
379,What is the place of birth of the founder of Meteomedia Ag?
380,When was the performer of song I'Ll Be A Bachelor 'Til I Die born?
381,Where was the director of film The Ladies Club born?
382,Where did the director of film The Escapist (2002 Film) study?
383,Where was the director of film Naked Violence (Film) born?
384,Where was the place of burial of Henry Sellon Boneval Latrobe's father?
385,Where was the director of film The Green Fog born?
386,Where did the director of film Battle Taxi die?
387,Where was the place of death of Helen Of Sweden (12Th Century)'s husband?
388,Which country the director of film Renegade Force is from?
389,"Where did Marie I De Coucy, Countess Of Soissons's husband die?"
390,Where was the husband of Joanna Elisabeth Of Holstein-Gottorp born?
391,"Where was the place of burial of Elizabeth Boleyn, Countess Of Wiltshire's husband?"
392,Who is the mother of the director of film La Cage Aux Folles 3: The Wedding?
393,Who is the spouse of the director of film Beautiful Mexico?
394,Where did the director of film The Picture Of Dorian Gray (1945 Film) graduate from?
395,Where was the director of film Taras Bulba (1924 Film) born?
396,Where was the place of burial of the director of film The Alamo (1960 Film)?
397,Where was the father of Deneys Reitz born?
398,When did Cristina Rodríguez (Noble)'s father die?
399,"Where was the place of death of William De Warenne, 2Nd Earl Of Surrey's father?"
400,Where did the director of film This World Made Itself; Myth And Infrastructure; Dreaming Of Lucid Living graduate from?
401,What is the place of birth of the director of film Dívka V Modrém?
402,Where does Eigil Helland-Hansen's father work at?
403,What is the place of birth of the director of film Makkaliralavva Mane Thumba?
404,Who is the father of the performer of song Instant Pleasure (Song)?
405,What nationality is the composer of film An Ideal Husband (1947 Film)?
406,Where does Vanessa Trump's husband work at?
407,What is the place of birth of the performer of song Thru Your Phone?
408,What is the date of death of Euphrosyne (9Th Century)'s mother?
409,"What is the date of death of Louis Ii, Count Palatine Of Zweibrücken's wife?"
410,Where was the place of death of Dmitri Sheremetev's father?
411,What is the place of birth of Nell Arthur's husband?
412,Where did the director of film Love Unto Waste study?
413,When was Sophie Charlotte Of Württemberg's father born?
414,What is the place of birth of the performer of song S.O.S. (Ola Song)?
415,Where does the composer of film The Top Of His Head work at?
416,Where was the director of film Los Motivos De Luz born?
417,Where was the father of Alexander Tom Cussons born?
418,Where was the place of death of the director of film Mr. Justice Raffles (Film)?
419,Who is the spouse of the director of film Love Between The Raindrops?
420,Which country Padmavati (Wife Of Ashoka)'s husband is from?
421,What is the place of birth of the director of film Charley'S Aunt (1925 Film)?
422,"What is the date of death of Philip, Count Of Egmont's father?"
423,"Where was the father of Victor Amadeus, Prince Of Anhalt-Bernburg born?"
424,Where was the director of film The Chair (Film) born?
425,"What nationality is Sophia I, Abbess Of Gandersheim's mother?"
426,"What is the date of birth of Catherine Of Foix, Countess Of Candale's mother?"
427,What nationality is Julia Parker (Astrologer)'s husband?
428,Where was the director of film Belle Toujours born?
429,Who is the father of the composer of film Durval Discos?
430,When was Prince Nikolai Of Denmark's mother born?
431,What nationality is Al-Aziz Uthman's father?
432,Where was the father of Emilio Azcárraga Milmo born?
433,What is the cause of death of performer of song Blues Run The Game?
434,Where does Valerie Pitts's husband work at?
435,What is the date of death of Edsel Ford Ii's father?
436,Which country the director of film Autumn Moon is from?
437,What is the place of birth of the director of film The Party Animal?
438,Where did the director of film Darra (Film) graduate from?
439,Where was the place of death of Temulin's father?
440,What is the date of death of the composer of film The V.I.P.S (Film)?
441,Where did Jewel Taylor's husband study at?
442,"Which country Albertine, Baroness Staël Von Holstein's father is from?"
443,Where did Eigil Helland-Hansen's father study?
444,What is the place of birth of Kai Linnilä's wife?
445,"When was Henry Fitzgerald-De Ros, 21St Baron De Ros's father born?"
446,What is the date of birth of Teddy Hart's father?
447,"What is the date of death of Leopold, Prince Of Hohenzollern's father?"
448,What is the place of birth of the director of film And The Spring Comes?
449,Where was the place of burial of Lady Philippa Stewart's mother?
450,When was Susanna Hall's father born?
451,What nationality is the performer of song You Can?
452,Where did the director of film Hurricane At Pilgrim Hill die?
453,Where was the husband of Bushra Bibi born?
454,Which country Eugen D'Albert's wife is from?
455,What is the place of birth of Maria Alexandrovna (Marie Of Hesse)'s father?
456,What is the place of birth of the director of film The Man Without A Face?
457,What nationality is Caroline Of Hesse-Homburg's father?
458,Where does Charles Patin's father work at?
459,Where was the place of burial of Amun-Her-Khepeshef's mother?
460,Where was the place of death of the composer of film Manhunt In The City?
461,"When did Stephen Moore, 2Nd Earl Mount Cashell's father die?"
462,"Where was the place of burial of John De Ferrers, 1St Baron Ferrers Of Chartley's father?"
463,Where was the mother of Marie Henriette Of Austria born?
464,Where was the director of film Inside The Walls Of Folsom Prison born?
465,Who is the spouse of the director of film Aladdin Aur Jadui Chirag?
466,Who is the spouse of the director of film Sweet Lies (Film)?
467,"When did Charles Powlett, 2Nd Baron Bayning's father die?"
468,Which country the director of film Nemesis 3: Prey Harder is from?
469,What is the place of birth of the director of film Der König Von Kreuzberg?
470,Where does the director of film Looking For Hortense work at?
471,"Which country Luís Of Portugal, Duke Of Beja's mother is from?"
472,"Which country Anne Lennard, Countess Of Sussex's father is from?"
473,What is the place of birth of the director of film A Lady Of Quality (1913 Film)?
474,Which country the director of film The Military Man is from?
475,What is the date of death of Rikky Von Opel's father?
476,Where was the place of burial of the director of film Maiden'S Cheek?
477,Where was the director of film Ronnie Rocket born?
478,When was Karl-Konstantin Von Habsburg's father born?
479,Where was the father of Prince Hashem Bin Abdullah born?
480,What is the award that the director of film Margaret Atwood: Once In August received?
481,Where does the director of film Made In U.S.A. (1987 Film) work at?
482,When did Mary Willing Byrd's father die?
483,When is Alfred V. Du Pont's father's birthday?
484,What is the date of death of Tsarevna Catherine Ivanovna Of Russia's mother?
485,"What is the place of birth of Albrecht Vii, Count Of Schwarzburg-Rudolstadt's father?"
486,Where does the director of film The Skin Game (1921 Film) work at?
487,Where did the director of film Alexander The Great (1956 Film) die?
488,Where did the director of film Search And Destroy (1995 Film) study?
489,What is the place of birth of Sverre Krogh Sundbø's mother?
490,What is the place of birth of the performer of song Dip (Song)?
491,What is the place of birth of the director of film Tremors 3: Back To Perfection?
492,What is the place of birth of the director of film The Company'S In Love?
493,Where was the place of death of Hedwig Of Masovia's father?
494,Who is the mother of the performer of song Sword Of Damocles (Rufus Wainwright Song)?
495,What is the date of death of Zita Of Bourbon-Parma's father?
496,Where was the place of death of Edsel Ford's father?
497,Where was the director of film Guns And Roses (2012 Film) born?
498,What is the cause of death of Pauline Robinson Bush's father?
499,Where was the director of film Ashok (Film) born?
500,Where was the director of film Wise Girl (Film) born?
501,Where was the place of death of the director of film Scugnizzi?
502,Where does the director of film All For Love (2012 Film) work at?
503,Where did Isaac B. Desha's father die?
504,Where was the director of film Pervirella born?
505,What is the place of birth of the director of film Head Against The Wall?
506,Where was the husband of Maude Smith born?
507,Where was the place of death of Princess Luise Of Anhalt-Bernburg's mother?
508,When is Victoria De Marichalar Y Borbón's father's birthday?
509,Where was the place of burial of Hedwig Of Nordgau's husband?
510,What is the place of birth of the director of film The Fighting Hombre?
511,"When is John Dalrymple, 12Th Earl Of Stair's father's birthday?"
512,Where did the composer of song L'Horizon Chimérique die?
514,"What is the date of death of Raoul I Of Brienne, Count Of Eu's father?"
515,What is the place of birth of the director of film The King'S Romance?
516,What is the place of birth of the director of film Swedenhielms?
517,Which award the director of film Ang Padrino won?
518,What is the place of birth of the director of film Melancholie Der Engel?
519,Where did the director of film Nanon (1938 Film) die?
520,What nationality is John Sigismund Vasa's mother?
521,"Where was the place of burial of Margaret Clifford, Countess Of Cumberland's father?"
522,What nationality of the company that published The Seer (Periodical)?
523,Which country Şehzade Ömer Hilmi's father is from?
524,What is the place of birth of Thomas Tidholm's wife?
525,What is the place of birth of the director of film Outside The Wall (Film)?
526,What nationality is Wang Shen'Ai's father?
527,Which country Benjamin Pierce Cheney Jr.'s wife is from?
528,Where was the composer of song Hallelujah! (Gospel Song) born?
529,Where was the director of film The Big Animal born?
530,Where was the place of death of Dale Berra's father?
531,"When did William Hay, 17Th Earl Of Erroll's father die?"
532,What is the date of birth of Aleksander Oinas's wife?
533,What nationality is Azam Jah's father?
534,What nationality is Antiochus Ix Cyzicenus's father?
535,Who is the father of the performer of song Alan Freeman Days?
536,What is the date of death of Loe Thai's father?
537,Where was the director of film Pretty Smart born?
538,What is the place of birth of the composer of film Naayudamma?
539,Where was the performer of song Netflix (Song) born?
540,What nationality is the director of film Öndög?
541,"What is the date of death of Ferdinand, Prince Of Solms-Braunfels's father?"
542,When did Princess Alexandra Of Saxe-Coburg And Gotha's mother die?
543,What is the award that the director of film Yo También Tengo Fiaca received?
544,Which country the founder of St James Holdings is from?
545,"Where was the director of film Eros, O Deus Do Amor born?"
546,Where was the place of burial of Stephen Binney's father?
547,Which country the director of film The Taming Of The Snood is from?
548,Where was the husband of Suzanne Curchod born?
549,What is the place of birth of Oliver Penrose's father?
550,What nationality is Margaretha Van Mechelen's husband?
551,Where did Ermengarde Of Limburg's husband die?
552,What is the place of birth of Kévin Ledanois's father?
553,Where was the director of film American Swing born?
