qid,question_text,methodA_id,methodB_id,methodA_text,methodB_text,scoreA,scoreB,pair_label,best_methods_json,num_best_methods,is_tied_best
2,"The Order of th elithuanian Grand Duke Gediminas features one of the earliest symbols of Lithuania, that was used by the Lithuanian Republic as a minor state symbol during what period?",hippo,lgraph,"[CLS]
Question: The Order of th elithuanian Grand Duke Gediminas features one of the earliest symbols of Lithuania, that was used by the Lithuanian Republic as a minor state symbol during what period?
Method: hippo
[SEP]","[CLS]
Question: The Order of th elithuanian Grand Duke Gediminas features one of the earliest symbols of Lithuania, that was used by the Lithuanian Republic as a minor state symbol during what period?
Method: lgraph
[SEP]",0.9411764706,0.0,1,"[""hippo""]",1,False
2,"The Order of th elithuanian Grand Duke Gediminas features one of the earliest symbols of Lithuania, that was used by the Lithuanian Republic as a minor state symbol during what period?",hippo,light,"[CLS]
Question: The Order of th elithuanian Grand Duke Gediminas features one of the earliest symbols of Lithuania, that was used by the Lithuanian Republic as a minor state symbol during what period?
Method: hippo
[SEP]","[CLS]
Question: The Order of th elithuanian Grand Duke Gediminas features one of the earliest symbols of Lithuania, that was used by the Lithuanian Republic as a minor state symbol during what period?
Method: light
[SEP]",0.9411764706,0.0,1,"[""hippo""]",1,False
2,"The Order of th elithuanian Grand Duke Gediminas features one of the earliest symbols of Lithuania, that was used by the Lithuanian Republic as a minor state symbol during what period?",qagn,hippo,"[CLS]
Question: The Order of th elithuanian Grand Duke Gediminas features one of the earliest symbols of Lithuania, that was used by the Lithuanian Republic as a minor state symbol during what period?
Method: qagn
[SEP]","[CLS]
Question: The Order of th elithuanian Grand Duke Gediminas features one of the earliest symbols of Lithuania, that was used by the Lithuanian Republic as a minor state symbol during what period?
Method: hippo
[SEP]",0.5333333333,0.9411764706,0,"[""hippo""]",1,False
5,In which six Western European territories have Celtic languages or cultural traits survived?,dalk,light,"[CLS]
Question: In which six Western European territories have Celtic languages or cultural traits survived?
Method: dalk
[SEP]","[CLS]
Question: In which six Western European territories have Celtic languages or cultural traits survived?
Method: light
[SEP]",0.4137931034,0.9473684211,0,"[""light""]",1,False
5,In which six Western European territories have Celtic languages or cultural traits survived?,light,gr,"[CLS]
Question: In which six Western European territories have Celtic languages or cultural traits survived?
Method: light
[SEP]","[CLS]
Question: In which six Western European territories have Celtic languages or cultural traits survived?
Method: gr
[SEP]",0.9473684211,0.0,1,"[""light""]",1,False
5,In which six Western European territories have Celtic languages or cultural traits survived?,hippo,light,"[CLS]
Question: In which six Western European territories have Celtic languages or cultural traits survived?
Method: hippo
[SEP]","[CLS]
Question: In which six Western European territories have Celtic languages or cultural traits survived?
Method: light
[SEP]",0.5806451613,0.9473684211,0,"[""light""]",1,False
5,In which six Western European territories have Celtic languages or cultural traits survived?,lgraph,light,"[CLS]
Question: In which six Western European territories have Celtic languages or cultural traits survived?
Method: lgraph
[SEP]","[CLS]
Question: In which six Western European territories have Celtic languages or cultural traits survived?
Method: light
[SEP]",0.0,0.9473684211,0,"[""light""]",1,False
5,In which six Western European territories have Celtic languages or cultural traits survived?,light,qagn,"[CLS]
Question: In which six Western European territories have Celtic languages or cultural traits survived?
Method: light
[SEP]","[CLS]
Question: In which six Western European territories have Celtic languages or cultural traits survived?
Method: qagn
[SEP]",0.9473684211,0.5806451613,1,"[""light""]",1,False
6,What team is coached by former head college coach Connie Yori?,gr,dalk,"[CLS]
Question: What team is coached by former head college coach Connie Yori?
Method: gr
[SEP]","[CLS]
Question: What team is coached by former head college coach Connie Yori?
Method: dalk
[SEP]",0.0,0.8888888889,0,"[""dalk"", ""hippo"", ""lgraph"", ""light"", ""qagn""]",5,True
6,What team is coached by former head college coach Connie Yori?,gr,hippo,"[CLS]
Question: What team is coached by former head college coach Connie Yori?
Method: gr
[SEP]","[CLS]
Question: What team is coached by former head college coach Connie Yori?
Method: hippo
[SEP]",0.0,0.8888888889,0,"[""dalk"", ""hippo"", ""lgraph"", ""light"", ""qagn""]",5,True
6,What team is coached by former head college coach Connie Yori?,lgraph,gr,"[CLS]
Question: What team is coached by former head college coach Connie Yori?
Method: lgraph
[SEP]","[CLS]
Question: What team is coached by former head college coach Connie Yori?
Method: gr
[SEP]",0.8888888889,0.0,1,"[""dalk"", ""hippo"", ""lgraph"", ""light"", ""qagn""]",5,True
6,What team is coached by former head college coach Connie Yori?,light,gr,"[CLS]
Question: What team is coached by former head college coach Connie Yori?
Method: light
[SEP]","[CLS]
Question: What team is coached by former head college coach Connie Yori?
Method: gr
[SEP]",0.8888888889,0.0,1,"[""dalk"", ""hippo"", ""lgraph"", ""light"", ""qagn""]",5,True
6,What team is coached by former head college coach Connie Yori?,gr,qagn,"[CLS]
Question: What team is coached by former head college coach Connie Yori?
Method: gr
[SEP]","[CLS]
Question: What team is coached by former head college coach Connie Yori?
Method: qagn
[SEP]",0.0,0.8888888889,0,"[""dalk"", ""hippo"", ""lgraph"", ""light"", ""qagn""]",5,True
7,"According to the 2010 census, what was the population of the city in which Andover USD 385 is located?",light,dalk,"[CLS]
Question: According to the 2010 census, what was the population of the city in which Andover USD 385 is located?
Method: light
[SEP]","[CLS]
Question: According to the 2010 census, what was the population of the city in which Andover USD 385 is located?
Method: dalk
[SEP]",1.0,0.0,1,"[""light""]",1,False
7,"According to the 2010 census, what was the population of the city in which Andover USD 385 is located?",light,gr,"[CLS]
Question: According to the 2010 census, what was the population of the city in which Andover USD 385 is located?
Method: light
[SEP]","[CLS]
Question: According to the 2010 census, what was the population of the city in which Andover USD 385 is located?
Method: gr
[SEP]",1.0,0.0,1,"[""light""]",1,False
7,"According to the 2010 census, what was the population of the city in which Andover USD 385 is located?",light,hippo,"[CLS]
Question: According to the 2010 census, what was the population of the city in which Andover USD 385 is located?
Method: light
[SEP]","[CLS]
Question: According to the 2010 census, what was the population of the city in which Andover USD 385 is located?
Method: hippo
[SEP]",1.0,0.1333333333,1,"[""light""]",1,False
7,"According to the 2010 census, what was the population of the city in which Andover USD 385 is located?",lgraph,light,"[CLS]
Question: According to the 2010 census, what was the population of the city in which Andover USD 385 is located?
Method: lgraph
[SEP]","[CLS]
Question: According to the 2010 census, what was the population of the city in which Andover USD 385 is located?
Method: light
[SEP]",0.1333333333,1.0,0,"[""light""]",1,False
7,"According to the 2010 census, what was the population of the city in which Andover USD 385 is located?",qagn,light,"[CLS]
Question: According to the 2010 census, what was the population of the city in which Andover USD 385 is located?
Method: qagn
[SEP]","[CLS]
Question: According to the 2010 census, what was the population of the city in which Andover USD 385 is located?
Method: light
[SEP]",0.1333333333,1.0,0,"[""light""]",1,False
8,"Kung Fu Magoo is a Mexican-American animated action comedy film with an English voice cast star best known for her roll as what in ""Naruto""? ",dalk,lgraph,"[CLS]
Question: Kung Fu Magoo is a Mexican-American animated action comedy film with an English voice cast star best known for her roll as what in ""Naruto""? 
Method: dalk
[SEP]","[CLS]
Question: Kung Fu Magoo is a Mexican-American animated action comedy film with an English voice cast star best known for her roll as what in ""Naruto""? 
Method: lgraph
[SEP]",0.3333333333,1.0,0,"[""lgraph"", ""light"", ""qagn""]",3,True
8,"Kung Fu Magoo is a Mexican-American animated action comedy film with an English voice cast star best known for her roll as what in ""Naruto""? ",gr,lgraph,"[CLS]
Question: Kung Fu Magoo is a Mexican-American animated action comedy film with an English voice cast star best known for her roll as what in ""Naruto""? 
Method: gr
[SEP]","[CLS]
Question: Kung Fu Magoo is a Mexican-American animated action comedy film with an English voice cast star best known for her roll as what in ""Naruto""? 
Method: lgraph
[SEP]",0.0,1.0,0,"[""lgraph"", ""light"", ""qagn""]",3,True
8,"Kung Fu Magoo is a Mexican-American animated action comedy film with an English voice cast star best known for her roll as what in ""Naruto""? ",hippo,lgraph,"[CLS]
Question: Kung Fu Magoo is a Mexican-American animated action comedy film with an English voice cast star best known for her roll as what in ""Naruto""? 
Method: hippo
[SEP]","[CLS]
Question: Kung Fu Magoo is a Mexican-American animated action comedy film with an English voice cast star best known for her roll as what in ""Naruto""? 
Method: lgraph
[SEP]",0.16,1.0,0,"[""lgraph"", ""light"", ""qagn""]",3,True
8,"Kung Fu Magoo is a Mexican-American animated action comedy film with an English voice cast star best known for her roll as what in ""Naruto""? ",dalk,light,"[CLS]
Question: Kung Fu Magoo is a Mexican-American animated action comedy film with an English voice cast star best known for her roll as what in ""Naruto""? 
Method: dalk
[SEP]","[CLS]
Question: Kung Fu Magoo is a Mexican-American animated action comedy film with an English voice cast star best known for her roll as what in ""Naruto""? 
Method: light
[SEP]",0.3333333333,1.0,0,"[""lgraph"", ""light"", ""qagn""]",3,True
8,"Kung Fu Magoo is a Mexican-American animated action comedy film with an English voice cast star best known for her roll as what in ""Naruto""? ",light,gr,"[CLS]
Question: Kung Fu Magoo is a Mexican-American animated action comedy film with an English voice cast star best known for her roll as what in ""Naruto""? 
Method: light
[SEP]","[CLS]
Question: Kung Fu Magoo is a Mexican-American animated action comedy film with an English voice cast star best known for her roll as what in ""Naruto""? 
Method: gr
[SEP]",1.0,0.0,1,"[""lgraph"", ""light"", ""qagn""]",3,True
8,"Kung Fu Magoo is a Mexican-American animated action comedy film with an English voice cast star best known for her roll as what in ""Naruto""? ",hippo,light,"[CLS]
Question: Kung Fu Magoo is a Mexican-American animated action comedy film with an English voice cast star best known for her roll as what in ""Naruto""? 
Method: hippo
[SEP]","[CLS]
Question: Kung Fu Magoo is a Mexican-American animated action comedy film with an English voice cast star best known for her roll as what in ""Naruto""? 
Method: light
[SEP]",0.16,1.0,0,"[""lgraph"", ""light"", ""qagn""]",3,True
8,"Kung Fu Magoo is a Mexican-American animated action comedy film with an English voice cast star best known for her roll as what in ""Naruto""? ",dalk,qagn,"[CLS]
Question: Kung Fu Magoo is a Mexican-American animated action comedy film with an English voice cast star best known for her roll as what in ""Naruto""? 
Method: dalk
[SEP]","[CLS]
Question: Kung Fu Magoo is a Mexican-American animated action comedy film with an English voice cast star best known for her roll as what in ""Naruto""? 
Method: qagn
[SEP]",0.3333333333,1.0,0,"[""lgraph"", ""light"", ""qagn""]",3,True
8,"Kung Fu Magoo is a Mexican-American animated action comedy film with an English voice cast star best known for her roll as what in ""Naruto""? ",gr,qagn,"[CLS]
Question: Kung Fu Magoo is a Mexican-American animated action comedy film with an English voice cast star best known for her roll as what in ""Naruto""? 
Method: gr
[SEP]","[CLS]
Question: Kung Fu Magoo is a Mexican-American animated action comedy film with an English voice cast star best known for her roll as what in ""Naruto""? 
Method: qagn
[SEP]",0.0,1.0,0,"[""lgraph"", ""light"", ""qagn""]",3,True
8,"Kung Fu Magoo is a Mexican-American animated action comedy film with an English voice cast star best known for her roll as what in ""Naruto""? ",hippo,qagn,"[CLS]
Question: Kung Fu Magoo is a Mexican-American animated action comedy film with an English voice cast star best known for her roll as what in ""Naruto""? 
Method: hippo
[SEP]","[CLS]
Question: Kung Fu Magoo is a Mexican-American animated action comedy film with an English voice cast star best known for her roll as what in ""Naruto""? 
Method: qagn
[SEP]",0.16,1.0,0,"[""lgraph"", ""light"", ""qagn""]",3,True
10,The eldest daughter of Princess Louise of Denmark and Norway was the wife of a king whose motto was what?,dalk,hippo,"[CLS]
Question: The eldest daughter of Princess Louise of Denmark and Norway was the wife of a king whose motto was what?
Method: dalk
[SEP]","[CLS]
Question: The eldest daughter of Princess Louise of Denmark and Norway was the wife of a king whose motto was what?
Method: hippo
[SEP]",0.0,0.0689655172,0,"[""hippo""]",1,False
10,The eldest daughter of Princess Louise of Denmark and Norway was the wife of a king whose motto was what?,gr,hippo,"[CLS]
Question: The eldest daughter of Princess Louise of Denmark and Norway was the wife of a king whose motto was what?
Method: gr
[SEP]","[CLS]
Question: The eldest daughter of Princess Louise of Denmark and Norway was the wife of a king whose motto was what?
Method: hippo
[SEP]",0.0,0.0689655172,0,"[""hippo""]",1,False
10,The eldest daughter of Princess Louise of Denmark and Norway was the wife of a king whose motto was what?,hippo,lgraph,"[CLS]
Question: The eldest daughter of Princess Louise of Denmark and Norway was the wife of a king whose motto was what?
Method: hippo
[SEP]","[CLS]
Question: The eldest daughter of Princess Louise of Denmark and Norway was the wife of a king whose motto was what?
Method: lgraph
[SEP]",0.0689655172,0.0,1,"[""hippo""]",1,False
10,The eldest daughter of Princess Louise of Denmark and Norway was the wife of a king whose motto was what?,hippo,light,"[CLS]
Question: The eldest daughter of Princess Louise of Denmark and Norway was the wife of a king whose motto was what?
Method: hippo
[SEP]","[CLS]
Question: The eldest daughter of Princess Louise of Denmark and Norway was the wife of a king whose motto was what?
Method: light
[SEP]",0.0689655172,0.0,1,"[""hippo""]",1,False
10,The eldest daughter of Princess Louise of Denmark and Norway was the wife of a king whose motto was what?,hippo,qagn,"[CLS]
Question: The eldest daughter of Princess Louise of Denmark and Norway was the wife of a king whose motto was what?
Method: hippo
[SEP]","[CLS]
Question: The eldest daughter of Princess Louise of Denmark and Norway was the wife of a king whose motto was what?
Method: qagn
[SEP]",0.0689655172,0.064516129,1,"[""hippo""]",1,False
12,What German is Arthur Wesley Wheen best known for translating?,gr,dalk,"[CLS]
Question: What German is Arthur Wesley Wheen best known for translating?
Method: gr
[SEP]","[CLS]
Question: What German is Arthur Wesley Wheen best known for translating?
Method: dalk
[SEP]",0.3333333333,0.0,1,"[""gr""]",1,False
12,What German is Arthur Wesley Wheen best known for translating?,gr,hippo,"[CLS]
Question: What German is Arthur Wesley Wheen best known for translating?
Method: gr
[SEP]","[CLS]
Question: What German is Arthur Wesley Wheen best known for translating?
Method: hippo
[SEP]",0.3333333333,0.1176470588,1,"[""gr""]",1,False
12,What German is Arthur Wesley Wheen best known for translating?,gr,lgraph,"[CLS]
Question: What German is Arthur Wesley Wheen best known for translating?
Method: gr
[SEP]","[CLS]
Question: What German is Arthur Wesley Wheen best known for translating?
Method: lgraph
[SEP]",0.3333333333,0.0,1,"[""gr""]",1,False
12,What German is Arthur Wesley Wheen best known for translating?,gr,light,"[CLS]
Question: What German is Arthur Wesley Wheen best known for translating?
Method: gr
[SEP]","[CLS]
Question: What German is Arthur Wesley Wheen best known for translating?
Method: light
[SEP]",0.3333333333,0.0,1,"[""gr""]",1,False
12,What German is Arthur Wesley Wheen best known for translating?,qagn,gr,"[CLS]
Question: What German is Arthur Wesley Wheen best known for translating?
Method: qagn
[SEP]","[CLS]
Question: What German is Arthur Wesley Wheen best known for translating?
Method: gr
[SEP]",0.0,0.3333333333,0,"[""gr""]",1,False
15,Arundel Castle was damaged during a war between which two groups?,dalk,gr,"[CLS]
Question: Arundel Castle was damaged during a war between which two groups?
Method: dalk
[SEP]","[CLS]
Question: Arundel Castle was damaged during a war between which two groups?
Method: gr
[SEP]",0.3529411765,0.0,1,"[""dalk""]",1,False
15,Arundel Castle was damaged during a war between which two groups?,dalk,hippo,"[CLS]
Question: Arundel Castle was damaged during a war between which two groups?
Method: dalk
[SEP]","[CLS]
Question: Arundel Castle was damaged during a war between which two groups?
Method: hippo
[SEP]",0.3529411765,0.0,1,"[""dalk""]",1,False
15,Arundel Castle was damaged during a war between which two groups?,dalk,lgraph,"[CLS]
Question: Arundel Castle was damaged during a war between which two groups?
Method: dalk
[SEP]","[CLS]
Question: Arundel Castle was damaged during a war between which two groups?
Method: lgraph
[SEP]",0.3529411765,0.0,1,"[""dalk""]",1,False
15,Arundel Castle was damaged during a war between which two groups?,dalk,light,"[CLS]
Question: Arundel Castle was damaged during a war between which two groups?
Method: dalk
[SEP]","[CLS]
Question: Arundel Castle was damaged during a war between which two groups?
Method: light
[SEP]",0.3529411765,0.0,1,"[""dalk""]",1,False
15,Arundel Castle was damaged during a war between which two groups?,qagn,dalk,"[CLS]
Question: Arundel Castle was damaged during a war between which two groups?
Method: qagn
[SEP]","[CLS]
Question: Arundel Castle was damaged during a war between which two groups?
Method: dalk
[SEP]",0.0,0.3529411765,0,"[""dalk""]",1,False
16,What company founded in 1886 has owned the K-Y brand?,dalk,hippo,"[CLS]
Question: What company founded in 1886 has owned the K-Y brand?
Method: dalk
[SEP]","[CLS]
Question: What company founded in 1886 has owned the K-Y brand?
Method: hippo
[SEP]",0.0,1.0,0,"[""hippo"", ""lgraph"", ""light"", ""qagn""]",4,True
16,What company founded in 1886 has owned the K-Y brand?,gr,hippo,"[CLS]
Question: What company founded in 1886 has owned the K-Y brand?
Method: gr
[SEP]","[CLS]
Question: What company founded in 1886 has owned the K-Y brand?
Method: hippo
[SEP]",0.0,1.0,0,"[""hippo"", ""lgraph"", ""light"", ""qagn""]",4,True
16,What company founded in 1886 has owned the K-Y brand?,lgraph,dalk,"[CLS]
Question: What company founded in 1886 has owned the K-Y brand?
Method: lgraph
[SEP]","[CLS]
Question: What company founded in 1886 has owned the K-Y brand?
Method: dalk
[SEP]",1.0,0.0,1,"[""hippo"", ""lgraph"", ""light"", ""qagn""]",4,True
16,What company founded in 1886 has owned the K-Y brand?,gr,lgraph,"[CLS]
Question: What company founded in 1886 has owned the K-Y brand?
Method: gr
[SEP]","[CLS]
Question: What company founded in 1886 has owned the K-Y brand?
Method: lgraph
[SEP]",0.0,1.0,0,"[""hippo"", ""lgraph"", ""light"", ""qagn""]",4,True
16,What company founded in 1886 has owned the K-Y brand?,light,dalk,"[CLS]
Question: What company founded in 1886 has owned the K-Y brand?
Method: light
[SEP]","[CLS]
Question: What company founded in 1886 has owned the K-Y brand?
Method: dalk
[SEP]",1.0,0.0,1,"[""hippo"", ""lgraph"", ""light"", ""qagn""]",4,True
16,What company founded in 1886 has owned the K-Y brand?,light,gr,"[CLS]
Question: What company founded in 1886 has owned the K-Y brand?
Method: light
[SEP]","[CLS]
Question: What company founded in 1886 has owned the K-Y brand?
Method: gr
[SEP]",1.0,0.0,1,"[""hippo"", ""lgraph"", ""light"", ""qagn""]",4,True
16,What company founded in 1886 has owned the K-Y brand?,dalk,qagn,"[CLS]
Question: What company founded in 1886 has owned the K-Y brand?
Method: dalk
[SEP]","[CLS]
Question: What company founded in 1886 has owned the K-Y brand?
Method: qagn
[SEP]",0.0,1.0,0,"[""hippo"", ""lgraph"", ""light"", ""qagn""]",4,True
16,What company founded in 1886 has owned the K-Y brand?,gr,qagn,"[CLS]
Question: What company founded in 1886 has owned the K-Y brand?
Method: gr
[SEP]","[CLS]
Question: What company founded in 1886 has owned the K-Y brand?
Method: qagn
[SEP]",0.0,1.0,0,"[""hippo"", ""lgraph"", ""light"", ""qagn""]",4,True
18,Who covered the song I Love You by Chris Write?,dalk,hippo,"[CLS]
Question: Who covered the song I Love You by Chris Write?
Method: dalk
[SEP]","[CLS]
Question: Who covered the song I Love You by Chris Write?
Method: hippo
[SEP]",0.3,0.4285714286,0,"[""hippo"", ""light"", ""qagn""]",3,True
18,Who covered the song I Love You by Chris Write?,gr,hippo,"[CLS]
Question: Who covered the song I Love You by Chris Write?
Method: gr
[SEP]","[CLS]
Question: Who covered the song I Love You by Chris Write?
Method: hippo
[SEP]",0.0,0.4285714286,0,"[""hippo"", ""light"", ""qagn""]",3,True
18,Who covered the song I Love You by Chris Write?,lgraph,hippo,"[CLS]
Question: Who covered the song I Love You by Chris Write?
Method: lgraph
[SEP]","[CLS]
Question: Who covered the song I Love You by Chris Write?
Method: hippo
[SEP]",0.375,0.4285714286,0,"[""hippo"", ""light"", ""qagn""]",3,True
18,Who covered the song I Love You by Chris Write?,dalk,light,"[CLS]
Question: Who covered the song I Love You by Chris Write?
Method: dalk
[SEP]","[CLS]
Question: Who covered the song I Love You by Chris Write?
Method: light
[SEP]",0.3,0.4285714286,0,"[""hippo"", ""light"", ""qagn""]",3,True
18,Who covered the song I Love You by Chris Write?,light,gr,"[CLS]
Question: Who covered the song I Love You by Chris Write?
Method: light
[SEP]","[CLS]
Question: Who covered the song I Love You by Chris Write?
Method: gr
[SEP]",0.4285714286,0.0,1,"[""hippo"", ""light"", ""qagn""]",3,True
18,Who covered the song I Love You by Chris Write?,light,lgraph,"[CLS]
Question: Who covered the song I Love You by Chris Write?
Method: light
[SEP]","[CLS]
Question: Who covered the song I Love You by Chris Write?
Method: lgraph
[SEP]",0.4285714286,0.375,1,"[""hippo"", ""light"", ""qagn""]",3,True
18,Who covered the song I Love You by Chris Write?,qagn,dalk,"[CLS]
Question: Who covered the song I Love You by Chris Write?
Method: qagn
[SEP]","[CLS]
Question: Who covered the song I Love You by Chris Write?
Method: dalk
[SEP]",0.4285714286,0.3,1,"[""hippo"", ""light"", ""qagn""]",3,True
18,Who covered the song I Love You by Chris Write?,qagn,gr,"[CLS]
Question: Who covered the song I Love You by Chris Write?
Method: qagn
[SEP]","[CLS]
Question: Who covered the song I Love You by Chris Write?
Method: gr
[SEP]",0.4285714286,0.0,1,"[""hippo"", ""light"", ""qagn""]",3,True
18,Who covered the song I Love You by Chris Write?,qagn,lgraph,"[CLS]
Question: Who covered the song I Love You by Chris Write?
Method: qagn
[SEP]","[CLS]
Question: Who covered the song I Love You by Chris Write?
Method: lgraph
[SEP]",0.4285714286,0.375,1,"[""hippo"", ""light"", ""qagn""]",3,True
19,What is Gary Cole's character based on?,dalk,lgraph,"[CLS]
Question: What is Gary Cole's character based on?
Method: dalk
[SEP]","[CLS]
Question: What is Gary Cole's character based on?
Method: lgraph
[SEP]",0.0,0.0476190476,0,"[""lgraph""]",1,False
19,What is Gary Cole's character based on?,gr,lgraph,"[CLS]
Question: What is Gary Cole's character based on?
Method: gr
[SEP]","[CLS]
Question: What is Gary Cole's character based on?
Method: lgraph
[SEP]",0.0,0.0476190476,0,"[""lgraph""]",1,False
19,What is Gary Cole's character based on?,lgraph,hippo,"[CLS]
Question: What is Gary Cole's character based on?
Method: lgraph
[SEP]","[CLS]
Question: What is Gary Cole's character based on?
Method: hippo
[SEP]",0.0476190476,0.0,1,"[""lgraph""]",1,False
19,What is Gary Cole's character based on?,light,lgraph,"[CLS]
Question: What is Gary Cole's character based on?
Method: light
[SEP]","[CLS]
Question: What is Gary Cole's character based on?
Method: lgraph
[SEP]",0.0,0.0476190476,0,"[""lgraph""]",1,False
19,What is Gary Cole's character based on?,lgraph,qagn,"[CLS]
Question: What is Gary Cole's character based on?
Method: lgraph
[SEP]","[CLS]
Question: What is Gary Cole's character based on?
Method: qagn
[SEP]",0.0476190476,0.0,1,"[""lgraph""]",1,False
22,"Which castles, besides Bamburgh Castle, are located on the northeast coast of England?",dalk,gr,"[CLS]
Question: Which castles, besides Bamburgh Castle, are located on the northeast coast of England?
Method: dalk
[SEP]","[CLS]
Question: Which castles, besides Bamburgh Castle, are located on the northeast coast of England?
Method: gr
[SEP]",0.0769230769,0.5,0,"[""gr""]",1,False
22,"Which castles, besides Bamburgh Castle, are located on the northeast coast of England?",gr,hippo,"[CLS]
Question: Which castles, besides Bamburgh Castle, are located on the northeast coast of England?
Method: gr
[SEP]","[CLS]
Question: Which castles, besides Bamburgh Castle, are located on the northeast coast of England?
Method: hippo
[SEP]",0.5,0.2857142857,1,"[""gr""]",1,False
22,"Which castles, besides Bamburgh Castle, are located on the northeast coast of England?",gr,lgraph,"[CLS]
Question: Which castles, besides Bamburgh Castle, are located on the northeast coast of England?
Method: gr
[SEP]","[CLS]
Question: Which castles, besides Bamburgh Castle, are located on the northeast coast of England?
Method: lgraph
[SEP]",0.5,0.1818181818,1,"[""gr""]",1,False
22,"Which castles, besides Bamburgh Castle, are located on the northeast coast of England?",gr,light,"[CLS]
Question: Which castles, besides Bamburgh Castle, are located on the northeast coast of England?
Method: gr
[SEP]","[CLS]
Question: Which castles, besides Bamburgh Castle, are located on the northeast coast of England?
Method: light
[SEP]",0.5,0.3636363636,1,"[""gr""]",1,False
