qid,question_text
265,In what city was Shinji Hamazaki born?
266,In what city was Henry Soames born?
267,In what city was Karl Bartholomaeus Heller born?
268,In what city was Javier Suárez born?
269,In what city was Anatoly Georgievich Ufimtsev born?
270,In what city was Domenico Bologna born?
271,In what city was Alexandros Matsas born?
272,In what city was Kazuhiro Suzuki born?
273,In what city was Gösta Eriksson born?
274,In what city was Rob Lukachyk born?
275,In what city was Pierre-Yves Barré born?
276,In what city was Todd Sieben born?
277,In what city was Louis Joseph Troost born?
278,In what city was Heiko Balz born?
279,In what city was Margot Shumway born?
280,In what city was Vitaliy Sobko born?
281,In what city was Mikael Eriksson born?
282,In what city was Rodger Stevens born?
283,In what city was Liam Carroll born?
284,In what city was Wellington Santos da Silva born?
285,In what city was George Chambers born?
286,In what city was Marie-Hélène Aubert born?
287,In what city was Johann Gregor Memhardt born?
288,In what city was Franghískos Papamanólis born?
289,In what city was Stig Kleven born?
290,In what city was Li Huai Min born?
291,In what city was Florian Reichstädter born?
292,In what city was Jean-Georges Lefranc de Pompignan born?
293,In what city was Brad Goddard born?
294,What genre is Drive On?
295,What genre is Mother?
296,What genre is Me and My Friend?
297,What genre is Unknown?
298,What genre is Reach?
299,What genre is Elias Childe?
300,What genre is André Duchesne?
301,What genre is Operation Sabotage?
302,What genre is The Gap?
303,What genre is Dark Matter?
304,What genre is Chaotic?
305,What genre is Flare?
306,What genre is Brain Slaves?
307,What genre is The New World?
308,What genre is McKendree Long?
309,What genre is Drill?
310,What genre is Settle?
311,What genre is Magic Music?
312,What genre is Voyage?
313,What genre is Marty Marsala?
314,What genre is Qian Du?
315,What genre is To Mother?
316,What genre is Magic?
317,What genre is The Harrowing?
318,What genre is Yellow?
319,What genre is Hara?
320,What genre is Nightdreamers?
321,What genre is The Song of the Suburbs?
322,What genre is The Club?
323,What genre is Eddie & the Gang with No Name?
324,What genre is Koko ni Iruzee!?
325,What genre is Cut?
326,What genre is Stories?
327,What genre is Most of Me?
328,What genre is I Lost My Heart in Heidelberg?
329,What genre is VS?
330,What genre is Seven Veils?
331,What genre is Bridge?
332,What genre is Deivos?
333,What genre is Martinez?
334,What genre is Chariot Race?
335,What genre is Progression?
336,What genre is The Take?
337,What genre is Conversations?
338,What genre is Mars?
339,What genre is Dimensions?
340,What genre is Astro?
341,What genre is The Angel?
342,What genre is Tempting Danger?
343,What genre is I Will Be There?
344,What genre is Detour for Emmy?
345,What genre is Drama?
346,What genre is Lisa Shaffer?
347,What genre is Gone?
348,What genre is Compass?
349,What genre is Apollo?
350,What genre is Ruth Berman Harris?
351,What genre is The Box?
352,What genre is In Deep?
353,What genre is Fantasy?
354,What genre is Just a Matter of Time?
355,What genre is Reminiscences?
356,What genre is My Way?
357,What genre is Our Time?
358,What genre is El honorable Señor Valdez?
359,What genre is Piel?
360,What genre is Collaboration West?
361,What genre is Thin Ice?
362,What genre is The Promoter?
363,What genre is Shine?
364,What genre is Zones?
365,What genre is The Gift?
366,What genre is Gene?
367,What genre is Evil?
368,What genre is Pieter Jacobsz Duyfhuysen?
369,What genre is Serving You?
370,What genre is Neighbours?
371,What genre is In Silence?
372,What genre is A Winter of Cyclists?
373,What genre is Back to Back?
374,What genre is Strength?
375,What genre is All the Years?
376,What genre is Let It Go?
377,What genre is Drôles de zèbres?
378,What genre is The Mark Waters Story?
379,What genre is Betrayal?
380,"What genre is Tempting The Gods: The Selected Stories of Tanith Lee, Volume 1?"
381,What genre is Let It Be You?
382,What genre is Scorpio?
383,What genre is Right There?
384,What genre is El usurpador?
385,What genre is Fire?
386,What genre is The Moment?
387,What genre is Strangers?
388,What genre is Info?
389,What genre is Theatre?
390,What genre is Background?
391,What genre is Node?
392,What genre is In Deep?
393,What genre is If I Ever?
394,What genre is More Love?
395,"What genre is The Remarkable Exploits of Lancelot Biggs, Spaceman?"
396,What genre is My Husband?
397,What genre is West?
398,What genre is It Sounds Like?
399,What genre is The Other Man?
400,What genre is Wake Up?
401,What genre is The Copper?
402,What genre is A Question and Answer Guide to Astronomy?
403,What genre is Buono! 2?
404,What genre is The Blue Aura?
405,What genre is Heaven?
406,What genre is Heist?
407,Who is the father of Carl Valentin Falsen?
408,Who is the father of Blue Peter?
409,Who is the father of Hans Holtedahl?
410,Who is the father of Richard III of Capua?
411,Who is the father of Ma Xiu?
412,Who is the father of Theodelap of Spoleto?
413,Who is the father of Donor?
414,Who is the father of Skyline?
415,Who is the father of Regal Embrace?
416,Who is the father of Bert Bertrand?
417,Who is the father of Colcu mac Domnaill?
418,Who is the father of Isaac B. Desha?
419,Who is the father of George?
420,Who is the father of Levan Gruzinsky?
421,Who is the father of But Why Not?
422,Who is the father of Match II?
423,Who is the father of Matthew Henry Richey?
424,Who is the father of Wang Yuankui?
425,Who is the father of George?
426,Who is the father of Now What?
427,Who is the father of Giacomo Guardi?
428,"Who is the father of Sir Capel Molyneux, 3rd Baronet?"
429,Who is the father of Leif Claesson?
430,Who is the father of Georg Adolf Erman?
431,Who is the father of Louis?
432,Who is the father of John Donkin?
433,Who is the father of Searching?
434,"In what country is Union State Bank, Wisconsin?"
435,In what country is Tina?
436,In what country is Dasht Jeyhun?
437,In what country is Sar Giz?
438,In what country is Pir Hayati?
439,In what country is Dell?
440,In what country is Bandrakottai?
441,In what country is Fairview Outdoor School?
442,In what country is Kılıçlı Kavlaklı?
443,In what country is Ago?
444,In what country is Égligny?
445,In what country is Bitchū-Kawamo Station?
446,In what country is Borysławice?
447,In what country is Mato Castelhano?
448,In what country is Tartaczek?
449,In what country is Jelow Girangeh?
450,In what country is Ahmadabad-e Razavi?
451,In what country is Freedom?
452,In what country is Ciepień?
453,In what country is Blenheim?
454,In what country is Mary?
455,In what country is Gmina Lubsza?
456,In what country is Tsutsui Station?
457,In what country is Edmundston?
458,In what country is Rahzan?
459,In what country is Kozići?
460,In what country is Valdearcos de la Vega?
461,In what country is Ciucurul Orbului River?
462,In what country is Gaustadalléen?
463,In what country is Poręba-Kocęby?
464,In what country is Dubicze Osoczne?
465,In what country is Joys?
466,"In what country is Laxmipur, Mahakali?"
467,In what country is Wiesau?
468,In what country is Lewałd Wielki?
469,In what country is Kamioka Station?
470,In what country is Quebec Route 213?
471,In what country is Al-Fajr Arabsalim?
472,"In what country is Dąbkowice, Łódź Voivodeship?"
473,"In what country is Borzymy, Kolno County?"
474,In what country is Fontenay?
475,In what country is Valea Seacă River?
476,In what country is Punghina?
477,"In what country is Ormak, Isfahan?"
478,In what country is Vera?
479,In what country is Kuczynka?
480,In what country is West Wyomissing?
481,In what country is Tigra?
482,In what country is Jauldes?
483,In what country is Nowa Wieś Reszelska?
484,In what country is Colonia Nueva Coneta?
485,In what country is Aminabad?
486,In what country is Tholuvankadu?
487,In what country is Anaikudam?
488,In what country is Society of Early Americanists?
489,In what country is Denmark Hill Insect Bed?
490,In what country is Mavjinjava?
491,In what country is Arthur?
492,In what country is Pârâul Bogat?
493,In what country is Têbo?
494,In what country is Sholoktu?
495,"In what country is Goldasht, Sistan and Baluchestan?"
496,In what country is Eslamabad-e Mashayekh?
497,In what country is Kalu?
498,In what country is Pierce?
499,In what country is Chalhuacocha?
500,In what country is Footes?
501,In what country is Oscar?
502,In what country is Cora?
503,In what country is Madan Kundari?
504,In what country is Oborín?
505,In what country is Ježov?
506,In what country is Drăgăneasa River?
507,In what country is Batsère?
508,In what country is WZRU?
509,In what country is Idlorpait?
510,"In what country is Barice, Donji Vakuf?"
511,In what country is Habit?
512,In what country is Sabiote?
513,In what country is Kalateh-ye Safdarabad?
514,In what country is Cham Karim?
515,In what country is Tad?
516,In what country is Fântâneaua Rece River?
517,In what country is Panaitoliko?
518,In what country is Villalcampo?
519,In what country is Scheidt?
520,In what country is Toronto Northwest?
521,In what country is Gornji Davidovići?
522,In what country is Hobbledehoy Record Co.?
523,In what country is SWEAT?
524,In what country is Dəhnəxəlil?
525,In what country is Khvajeh Soheyl?
526,In what country is Zec Petawaga?
527,In what country is Tapay District?
528,In what country is Cổ Linh?
529,In what country is Mahaboboka?
530,In what country is Cześniki-Kolonia Górna?
531,In what country is Awe?
532,In what country is Mrákotín?
533,In what country is Pichlice?
534,In what country is pero?
535,In what country is Khafr County?
536,In what country is İnstitut?
537,In what country is Karimu?
538,In what country is Graitschen bei Bürgel?
539,In what country is Durrenentzen?
540,In what country is Chal Siah Manchatun Jowkar?
541,In what country is United States Post Office and Courthouse–Billings?
542,In what country is Eshkevar-e Sofla Rural District?
543,In what country is Rizuiyeh?
544,In what country is Veliko Korenovo?
545,In what country is Gimenells i el Pla de la Font?
546,In what country is La Roche-Clermault?
547,"In what country is Biały Kościół, Lower Silesian Voivodeship?"
548,In what country is Content?
549,In what country is Zhukiv?
550,In what country is Saint-Vincent-de-Salers?
551,In what country is Weed?
552,In what country is Alder?
553,In what country is Brizambourg?
554,In what country is Călmuș River?
555,In what country is Eschbronn?
556,"In what country is Kondh, Surendranagar?"
557,In what country is Rogers?
558,In what country is Cos?
559,In what country is Seishi Ursula Gakuen Junior College?
560,In what country is Selkirk Generating Station?
561,In what country is Devalan?
562,In what country is Dârmocsa River?
563,In what country is Gori Balmak?
564,In what country is Wiang Kao?
565,In what country is Francis?
566,"In what country is Łazy, Sierpc County?"
567,In what country is Khishig-Öndör?
568,In what country is Gaffarlı?
569,"In what country is Crow Harbour, New Brunswick?"
570,"In what country is Łodygowo, Pisz County?"
571,In what country is Rafael Erich's cabinet?
572,In what country is canton of Baugy?
573,In what country is Anjoma?
574,In what country is Ittamalliyagoda?
575,"In what country is Abra, Ivory Coast?"
576,In what country is Okunakayama-Kōgen Station?
577,In what country is DeWitt Township?
578,In what country is Centre?
579,In what country is Asahi Station?
580,In what country is Stare Brzóski?
581,In what country is Bud?
582,In what country is Tangal-e Behdan?
583,In what country is Seed 97.5 FM?
584,In what country is Perth?
585,In what country is Ara?
586,"In what country is Wir, Masovian Voivodeship?"
587,In what country is Avarzaman?
588,In what country is Anaran Rural District?
589,In what country is Barre Denis?
590,In what country is Otto-Selz-Institute of Applied Psychology?
591,In what country is Jodłówka gas field?
592,In what country is Tupper-Barnett House?
593,In what country is Izvorul Morarului River?
594,In what country is Mehran Kushk?
595,In what country is Astrodomi Observatory?
596,In what country is Muratdere?
597,In what country is Miętkie-Kolonia?
598,In what country is Szczecin Scientific Society?
599,In what country is Märstetten?
600,In what country is Riethnordhausen?
601,In what country is Tervola Radio and TV-Mast?
602,In what country is Abdul Mannan Bhuiyan Stadium?
603,In what country is Alu?
604,In what country is Chotýčany?
605,In what country is Asseek River?
606,"In what country is Gąsiorowo, Legionowo County?"
607,In what country is Jeqjeq-e Pain?
608,In what country is Dragomirna River?
609,In what country is Mohammadabad-e Razzaqzadeh?
610,In what country is Grant?
611,In what country is Rubim do Norte River?
612,In what country is Institute of Chemistry of Ireland?
613,In what country is Lima?
614,In what country is KMEI-LP?
615,In what country is Záblatí?
616,In what country is Ba Thín River?
617,In what country is El Carmen Rivero Tórrez?
618,In what country is Kawahigashi Station?
619,In what country is Los Santos mine?
620,In what country is Whited Township?
621,In what country is Asalem Rural District?
622,In what country is Contest?
623,In what country is Genoa?
624,In what country is Normania Township?
625,In what country is Chicche District?
626,In what country is canton of Marseille-La Pomme?
627,In what country is Devanur?
628,In what country is Tegher?
629,In what country is Kodki?
630,In what country is Javar Tan?
631,In what country is New England?
632,"In what country is Kowale, Lower Silesian Voivodeship?"
633,In what country is Obeakpu?
634,In what country is La Couarde-sur-Mer?
635,In what country is Riechheimer Berg?
636,In what country is Alexeni River?
637,In what country is Villers-sous-Foucarmont?
638,In what country is North Lake?
639,In what country is 112th United States Colored Infantry?
640,In what country is Storsteinnes Chapel?
641,In what country is Ch'uch'u Apachita?
642,In what country is Bārta?
643,In what country is Urge?
644,In what country is Domašov?
645,In what country is Vaiea?
646,In what country is Monitor House?
647,In what country is Sagoni?
648,In what country is Eeuwfeestkliniek?
649,"In what country is Łupiny, Masovian Voivodeship?"
650,In what country is Xaga?
651,"In what country is Babino, Haiti?"
652,In what country is Hatnagoda?
653,In what country is Deodara?
654,In what country is Puzdrowizna?
655,In what country is Harisan?
656,In what country is Ločenice?
657,In what country is Aki?
658,In what country is Taia River?
659,In what country is Sjösa?
660,In what country is Morales de Campos?
661,In what country is Dobra River?
662,In what country is Karahasanlı?
663,In what country is Ackerman-Dewsnap House?
664,"In what country is Wilcza Jama, Sokółka County?"
665,In what country is Givron?
666,In what country is Humane Heritage Museum?
667,In what country is Arlington?
668,In what country is Adams?
669,In what country is Pira?
670,In what country is Tōhoku History Museum?
671,In what country is Neal?
672,In what country is Korean Magazine Museum?
673,In what country is Francheville Aerodrome?
674,In what country is Kijevac?
675,"In what country is Iron River (CDP), Wisconsin?"
676,In what country is Lätäseno?
677,In what country is Mount Shinten?
678,In what country is Dual Plover?
679,In what country is Saint-Antonin?
680,In what country is Peterson?
681,In what country is Joy?
682,In what country is Valea Pleșii River?
683,In what country is Sutlepa?
684,In what country is Movraž?
685,"In what country is Sarnowo, Chełmno County?"
686,In what country is Saint-Pierrevillers?
687,In what country is Archipelago Museum?
688,In what country is Revigliasco d'Asti?
689,In what country is Willow River?
690,In what country is Uñón District?
691,In what country is Ban On?
692,In what country is Kanaküla?
693,In what country is Breitenfelde?
694,In what country is Konjsko Brdo?
695,In what country is New York State Route 157?
696,In what country is Le Moustoir?
697,In what country is Mackay Courthouse?
698,In what country is Landresse?
699,In what country is Robinson?
700,In what country is Lambertz Open by STAWAG?
701,In what country is Goreme?
702,In what country is Gawarzec Dolny?
703,"In what country is Studzianka, Podlaskie Voivodeship?"
704,In what country is Gare de Rosporden?
705,In what country is Earl?
706,In what country is Donji Matejevac?
707,In what country is Rozsochatec?
708,"Who was the producer of Benjamin Franklin, Jr.?"
709,Who was the producer of O skliros andras?
710,Who was the producer of The Hunt?
711,Who was the producer of The Accused?
712,Who was the producer of Just Like Us?
713,Who was the producer of Today?
714,Who was the producer of The Pioneers?
715,Who was the producer of The Deal?
716,Who was the producer of On Tour?
717,Who was the producer of The Baby on the Barge?
718,Who was the producer of The Trap?
719,Who was the producer of The Hayseeds' Back-blocks Show?
720,Who was the producer of Ghost?
721,Who was the producer of From Now On?
722,Who was the producer of John Heriot's Wife?
723,Who was the producer of Italian Style?
724,Who was the producer of Strand?
725,Who was the producer of The Thing We Love?
726,Who was the producer of One of Those?
727,Who was the producer of The Lie?
728,Who was the producer of Early Man?
729,Who was the producer of The Garden of Weeds?
730,Who was the producer of Maling Kutang?
731,Who was the producer of Party?
732,Who was the producer of Saturday Morning?
733,Who was the producer of Mother and Child?
734,Who was the producer of Revelations?
735,Who was the producer of Home?
736,Who was the producer of The Test?
737,Who was the producer of Me First?
738,Who was the producer of Shine?
739,Who was the producer of Trains of Winnipeg?
740,Who was the producer of In the Family?
741,Who was the producer of The Easiest Way?
742,Who was the producer of Hired!?
743,Who was the producer of Shine?
744,Who was the producer of De Laatste Dagen van een Eiland?
745,Who was the director of City of Beautiful Nonsense?
746,Who was the director of The Sisters?
747,Who was the director of Those Who Love?
748,Who was the director of Chi?
749,Who was the director of The Happy Family?
750,Who was the director of The Only Woman?
751,Who was the director of The Gamble?
752,Who was the director of Senior Year?
753,Who was the director of Victory?
754,Who was the director of Me First?
755,Who was the director of Pilot?
756,Who was the director of La renzoni?
757,Who was the director of Messiah?
758,Who was the director of Homecoming?
759,"Who was the director of Thank You, Madame?"
760,Who was the director of All the Way Up?
761,Who was the director of Zonnetje?
762,Who was the director of College?
763,Who was the director of Practical Jokers?
764,Who was the director of The Tree?
765,Who was the director of Driven?
766,Who was the director of Son contento?
767,Who was the director of Taxi at Midnight?
768,Who was the director of Freedom?
769,Who was the director of Balance?
770,Who was the director of Faith?
771,Who was the director of On the Run?
772,Who was the director of Variety?
773,Who was the director of The Night Riders?
774,Who was the director of You and I?
775,Who was the director of La cruz?
776,Who was the director of The Love Nest?
777,Who was the director of The Resolve?
778,Who was the director of Out?
779,Who was the director of While There is Still Time?
780,Who was the director of Den store gavtyv?
781,Who was the director of The Physician?
782,Who was the director of El Último perro?
783,Who was the director of The Easiest Way?
784,Who was the director of The Betrayed?
785,Who was the director of Sacrifice?
786,Who was the director of Women Who Work?
787,Who was the director of Trail?
788,Who was the director of Det var paa Rundetaarn?
789,Who was the director of The Barrier?
790,Who was the director of Genius?
791,Who was the director of Men and Women?
792,Who was the director of Sold?
793,Who was the director of The Saint?
794,Who was the director of The Pioneers?
795,Who was the director of Broadway Jones?
796,Who was the director of The Last Word?
797,Who was the director of Escape?
798,Who was the director of These Children?
799,Who was the director of Emergency Landing?
800,Who was the director of Pilot?
801,Who was the director of La Rival?
802,Who was the director of Echo?
803,Who was the director of The Trap?
804,Who was the director of Cocktail?
805,Who was the director of Mother and Child?
806,Who was the director of The Pigskin Palooka?
807,Who was the director of Public Opinion?
808,Who was the director of College?
809,Who was the director of Day by Day?
810,Who was the director of The Day?
811,Who was the director of Le Guérisseur?
812,Who was the director of The Photo?
813,Who was the director of Bingo?
814,Who was the director of Big Dreams Little Tokyo?
815,Who was the director of A Rowboat Romance?
816,Who was the director of Young People?
817,Who was the director of The Kiss?
818,Who was the director of Indizienbeweis?
819,Who was the director of Accident?
820,Who was the director of Fingers?
821,Who was the director of The Girl in Mourning?
822,Who was the director of September?
823,Who was the director of The Return?
824,Who was the director of Vanity?
825,Who was the director of Ghost?
826,Who was the director of One of Those?
827,Who was the director of The Key?
828,Who was the director of The Wolf?
829,Who was the director of Mates?
830,Who was the director of The Valley?
831,Who was the director of Per amare Ofelia?
832,Who was the director of The Loudwater Mystery?
833,Who was the director of Pilot?
834,Who was the director of Hakeem's New Flame?
835,Who was the director of Just Like Us?
836,Who was the director of A Helpful Sisterhood?
837,Who was the director of Panic?
838,Who was the director of Victory?
839,Who was the director of Not So Long Ago?
840,What is Kluczewsko the capital of?
841,What is Jesús the capital of?
842,What is Bolsheustyikinskoye the capital of?
843,What is Dmitriyev the capital of?
844,What is Idi Rayeuk the capital of?
845,Who was the screenwriter for Death of a Batman?
846,Who was the screenwriter for Fear No More?
847,Who was the screenwriter for The Fake?
848,Who was the screenwriter for Boquitas pintadas?
849,Who was the screenwriter for Pilot?
850,Who was the screenwriter for Goodbye?
851,Who was the screenwriter for Party?
852,Who was the screenwriter for Grace?
